	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
2994	nedebang-228_ripe-1	nedebang	228_ripe	k a r a	nede1245	nec	178.0	RIPE	228_ripe-1	
2995	nedebang-229_river-1	nedebang	229_river	b a l u	nede1245	nec	666.0	RIVER	229_river-1	
2996	nedebang-22_bedbug-1	nedebang	22_bedbug	m a j a	nede1245	nec	1949.0	BEDBUG	22_bedbug-0	
2997	nedebang-230_roadpath-1	nedebang	230_roadpath	j i i j a	nede1245	nec	2457.0	PATH OR ROAD	230_roadpath-0	
2998	nedebang-231_roofthatch-1	nedebang	231_roofthatch	m a ŋ	nede1245	nec	2100.0	THATCH OR ROOF	231_roofthatch-0	
2999	nedebang-232_root-1	nedebang	232_root	a l l i	nede1245	nec	670.0	ROOT	232_root-1	
3000	nedebang-233_rope-1	nedebang	233_rope	k o r a ŋ	nede1245	nec	1218.0	ROPE	233_rope-1	
3001	nedebang-234_rotten-1	nedebang	234_rotten	g a m i n i	nede1245	nec	1728.0	ROTTEN	234_rotten-1	
3002	nedebang-235_rough-1	nedebang	235_rough	a r a d d a	nede1245	nec	1923.0	ROUGH	235_rough-1	
3003	nedebang-236_rub-1	nedebang	236_rub	t u d u	nede1245	nec	1449.0	RUB	236_rub-0	
3004	nedebang-237_run-1	nedebang	237_run	b i r i	nede1245	nec	1519.0	RUN	237_run-6	
3006	nedebang-23_betelnutareca-1	nedebang	23_betelnutareca	b u j a	nede1245	nec	217.0	BETELNUT	23_betelnutareca-0	
3007	nedebang-241_sand-1	nedebang	241_sand	i j a a s i	nede1245	nec	671.0	SAND	241_sand-0	
3008	nedebang-243_scared-1	nedebang	243_scared	t e ʔ i	nede1245	nec	3033.0	SCARED	243_scared-1	
3009	nedebang-244_scorpion-1	nedebang	244_scorpion	g o l d a k a	nede1245	nec	1538.0	SCORPION	244_scorpion-1	
3010	nedebang-245_scratch-1	nedebang	245_scratch	t u a	nede1245	nec	1436.0	SCRATCH	245_scratch-1	
3011	nedebang-246_seasaltwater-1	nedebang	246_seasaltwater	t a	nede1245	nec	1474.0	SEA	246_seasaltwater-0	
3012	nedebang-247_searchhuntfor-1	nedebang	247_searchhuntfor	l a f i	nede1245	nec	1468.0	LOOK FOR	247_searchhuntfor-0	
3013	nedebang-248_seed-1	nedebang	248_seed	b a g g a	nede1245	nec	714.0	SEED	248_seed-0	
3014	nedebang-24_betelvine-1	nedebang	24_betelvine	m a t t a	nede1245	nec	177.0	BETEL PEPPER VINE	24_betelvine-0	
3017	nedebang-252_shark-1	nedebang	252_shark	s i f i	nede1245	nec	1110.0	SHARK	252_shark-0	
3018	nedebang-253_sharp-1	nedebang	253_sharp	m a ħ a ŋ	nede1245	nec	1396.0	SHARP	253_sharp-0	
3020	nedebang-256_shootwithslingshot-1	nedebang	256_shootwithslingshot	p a s a q q o	nede1245	nec	3180.0	SHOOT (WITH SLINGSHOT)	256_shootwithslingshot-1	
3021	nedebang-257_short-1	nedebang	257_short	t u k k u	nede1245	nec	1645.0	SHORT	257_short-0	
3022	nedebang-258_shoulder-1	nedebang	258_shoulder	g a s i a l	nede1245	nec	1482.0	SHOULDER	258_shoulder-1	
3023	nedebang-259_shyashamed-1	nedebang	259_shyashamed	a p a l a	nede1245	nec	3805.0	SHY OR ASHAMED	259_shyashamed-1	
3024	nedebang-25_big-1	nedebang	25_big	a d a	nede1245	nec	1202.0	BIG	25_big-1	
3025	nedebang-260_sickpainful-1	nedebang	260_sickpainful	l i l a	nede1245	nec	2103.0	PAINFUL OR SICK	260_sickpainful-1	
3026	nedebang-261_sit-1	nedebang	261_sit	m i s i	nede1245	nec	1416.0	SIT	261_sit-0	
3027	nedebang-262_six-1	nedebang	262_six	t i a m a	nede1245	nec	1703.0	SIX	262_six-4	
3029	nedebang-264_sky-1	nedebang	264_sky	h u n d u s	nede1245	nec	1732.0	SKY	264_sky-1	
3030	nedebang-265_slave-1	nedebang	265_slave	w a ʔ a n + g i t i t i	nede1245	nec	812.0	SLAVE	265_slave-1	
3031	nedebang-266_small-1	nedebang	266_small	s a m m a	nede1245	nec	1246.0	SMALL	266_small-0	
3032	nedebang-267_smoke-1	nedebang	267_smoke	a r a b u n	nede1245	nec	778.0	SMOKE (EXHAUST)	267_smoke-0	
3033	nedebang-268_smooth-1	nedebang	268_smooth	b i f i	nede1245	nec	1234.0	SMOOTH	268_smooth-1	
3034	nedebang-269_snake-1	nedebang	269_snake	d a a m a	nede1245	nec	730.0	SNAKE	269_snake-0	
3035	nedebang-26_bird-1	nedebang	26_bird	d a j a	nede1245	nec	937.0	BIRD	26_bird-6	
3036	nedebang-270_sorewound-1	nedebang	270_sorewound	b a t t a	nede1245	nec	1109.0	WOUND	270_sorewound-0	
3037	nedebang-272_spear-1	nedebang	272_spear	q a b a	nede1245	nec	945.0	SPEAR	272_spear-4	
3038	nedebang-273_spider-1	nedebang	273_spider	q a ħ a v a	nede1245	nec	843.0	SPIDER	273_spider-1	
3039	nedebang-274_squatcrouch-1	nedebang	274_squatcrouch	l u a l a ŋ	nede1245	nec	296.0	CROUCH	274_squatcrouch-1	
3040	nedebang-275_squeeze-1	nedebang	275_squeeze	m ə l a tʃ i	nede1245	nec	1414.0	SQUEEZE	275_squeeze-1	
3041	nedebang-276_stab-1	nedebang	276_stab	t a p p a	nede1245	nec	1434.0	STAB	276_stab-0	
3042	nedebang-277_stand-1	nedebang	277_stand	t a s i	nede1245	nec	1442.0	STAND	277_stand-0	
3043	nedebang-278_star-1	nedebang	278_star	i f a h o j a	nede1245	nec	1430.0	STAR	278_star-0	
3044	nedebang-279_starfish-1	nedebang	279_starfish	j i v a + k o j a + t a g a m i	nede1245	nec	3032.0	STARFISH	279_starfish-0	
3045	nedebang-27_bite-1	nedebang	27_bite	tʃ i a	nede1245	nec	1403.0	BITE	27_bite-0	
3047	nedebang-281_stickpole-1	nedebang	281_stickpole	d o	nede1245	nec	1295.0	STICK	281_stickpole-1	
3048	nedebang-282_stomach-1	nedebang	282_stomach	g o t o ʔ o	nede1245	nec	819.0	STOMACH	282_stomach-0	
3049	nedebang-283_stone-1	nedebang	283_stone	w a l a	nede1245	nec	857.0	STONE	283_stone-0	
3050	nedebang-284_straight-1	nedebang	284_straight	q u n n a	nede1245	nec	1404.0	STRAIGHT	284_straight-1	
3051	nedebang-286_sugarcane-1	nedebang	286_sugarcane	u u f a	nede1245	nec	146.0	SUGAR CANE	286_sugarcane-1	
3052	nedebang-287_sun-1	nedebang	287_sun	w e r i	nede1245	nec	1343.0	SUN	287_sun-0	
3053	nedebang-288_sweat-1	nedebang	288_sweat	u u s i	nede1245	nec	2458.0	PERSPIRE OR SWEAT	288_sweat-1	
3054	nedebang-289_sweet-1	nedebang	289_sweet	u b a	nede1245	nec	717.0	SWEET	289_sweet-0	
3055	nedebang-28_bitter-1	nedebang	28_bitter	m i j a r a	nede1245	nec	887.0	BITTER	28_bitter-1	
3056	nedebang-290_sweetpotato-1	nedebang	290_sweetpotato	k e i ŋ k u k a	nede1245	nec	159.0	SWEET POTATO	290_sweetpotato-1	
3057	nedebang-291_swell-1	nedebang	291_swell	w a r a	nede1245	nec	1573.0	SWELL	291_swell-4	
3058	nedebang-292_swim-1	nedebang	292_swim	t a l a ŋ	nede1245	nec	1439.0	SWIM	292_swim-0	
3059	nedebang-293_tail-1	nedebang	293_tail	g o l a	nede1245	nec	1220.0	TAIL	293_tail-0	
3060	nedebang-294_tall-1	nedebang	294_tall	l i a w a ŋ	nede1245	nec	711.0	TALL	294_tall-1	
3061	nedebang-295_taro-1	nedebang	295_taro	i t a a b a	nede1245	nec	351.0	TARO	295_taro-1	
3063	nedebang-297_teeth-1	nedebang	297_teeth	g u s i ŋ	nede1245	nec	1380.0	TOOTH	297_teeth-0	
3064	nedebang-298_ten-1	nedebang	298_ten	q a + n u k	nede1245	nec	1515.0	TEN	298_ten-0	
3065	nedebang-299_tendon-1	nedebang	299_tendon	t a r r o	nede1245	nec	1137.0	TENDON	299_tendon-1	
3066	nedebang-29_black-1	nedebang	29_black	q a n a	nede1245	nec	163.0	BLACK	29_black-0	
3067	nedebang-301_thatch-1	nedebang	301_thatch	s e w a j a	nede1245	nec	279.0	THATCH	301_thatch-0	
3068	nedebang-302_thick-1	nedebang	302_thick	p o n u u t a	nede1245	nec	1244.0	THICK	302_thick-2	
3069	nedebang-303_thin-1	nedebang	303_thin	s e l i ŋ	nede1245	nec	2308.0	THIN	303_thin-1	
3072	nedebang-307_three-1	nedebang	307_three	s a g u	nede1245	nec	492.0	THREE	307_three-1	
3073	nedebang-308_thunder-1	nedebang	308_thunder	d a l a g a	nede1245	nec	1150.0	THUNDER	308_thunder-1	
3074	nedebang-309_tinea-1	nedebang	309_tinea	m a n u	nede1245	nec	1189.0	ULCER	309_tinea-1	
3076	nedebang-310_tobark-1	nedebang	310_tobark	t o j	nede1245	nec	1206.0	BARKING	310_tobark-2	
3077	nedebang-311_tobathe-1	nedebang	311_tobathe	n o j a	nede1245	nec	138.0	BATHE	311_tobathe-1	
3080	nedebang-314_tobreathe-1	nedebang	314_tobreathe	i ħ i ŋ	nede1245	nec	1407.0	BREATHE	314_tobreathe-0	
3081	nedebang-315_tobury-1	nedebang	315_tobury	p a m m a	nede1245	nec	1719.0	BURY	315_tobury-1	
3084	nedebang-318_tocook-1	nedebang	318_tocook	d a w a	nede1245	nec	1100.0	COOK (SOMETHING)	318_tocook-0	
3085	nedebang-319_tocount-1	nedebang	319_tocount	t a j a	nede1245	nec	1420.0	COUNT	319_tocount-1	
3086	nedebang-31_blood-1	nedebang	31_blood	w e	nede1245	nec	946.0	BLOOD	31_blood-0	
3087	nedebang-320_tocry-1	nedebang	320_tocry	k i a r u	nede1245	nec	1839.0	CRY	320_tocry-1	
3088	nedebang-321_tocut-1	nedebang	321_tocut	t a ħ a n a	nede1245	nec	1432.0	CUT	321_tocut-0	
3089	nedebang-322_tocutdown-1	nedebang	322_tocutdown	b u b u	nede1245	nec	355.0	CUT DOWN	322_tocutdown-1	
3090	nedebang-323_todance-1	nedebang	323_todance	d a a l a	nede1245	nec	1879.0	DANCE	323_todance-1	
3092	nedebang-324_todie-1	nedebang	324_todie	m i n n a	nede1245	nec	1494.0	DIE	324_todie-0	
3093	nedebang-325_todig-1	nedebang	325_todig	dʒ a n n a	nede1245	nec	1418.0	DIG	325_todig-2	
3094	nedebang-326_todivide-1	nedebang	326_todivide	p e tʃ i	nede1245	nec	1119.0	DIVIDE	326_todivide-1	
3095	nedebang-327_todrink-1	nedebang	327_todrink	w a ʔ a	nede1245	nec	1401.0	DRINK	327_todrink-1	
3096	nedebang-328_todrop-1	nedebang	328_todrop	m o r a	nede1245	nec	750.0	DROP	328_todrop-1	
3097	nedebang-329_toeat-1	nedebang	329_toeat	i n a	nede1245	nec	1336.0	EAT	329_toeat-0	
3098	nedebang-330_tofight-1	nedebang	330_tofight	p a k k i	nede1245	nec	1423.0	FIGHT	330_tofight-1	
3099	nedebang-331_toflow-1	nedebang	331_toflow	k a r a r i	nede1245	nec	2003.0	FLOW	331_toflow-1	
3100	nedebang-332_tofold-1	nedebang	332_tofold	p o j a	nede1245	nec	1470.0	FOLD	332_tofold-1	
3101	nedebang-333_togive-1	nedebang	333_togive	m a g e n a	nede1245	nec	1447.0	GIVE	333_togive-0	
3102	nedebang-334_toguard-1	nedebang	334_toguard	t a ʔ u l i	nede1245	nec	1940.0	GUARD	334_toguard-1	
3103	nedebang-335_tohear-1	nedebang	335_tohear	w a t t i	nede1245	nec	1408.0	HEAR	335_tohear-1	
3104	nedebang-336_tohit-1	nedebang	336_tohit	b u g i	nede1245	nec	1433.0	HIT	336_tohit-1	
3105	nedebang-337_tohold-1	nedebang	337_tohold	p i n n i	nede1245	nec	1448.0	HOLD	337_tohold-0	
3106	nedebang-337_tohold-1	nedebang	337_tohold	p i n n i	nede1245	nec	1448.0	HOLD	337_tohold-0	
3107	nedebang-337_tohold-1	nedebang	337_tohold	p i n n i	nede1245	nec	1448.0	HOLD	337_tohold-0	
3108	nedebang-337_tohold-1	nedebang	337_tohold	p i n n i	nede1245	nec	1448.0	HOLD	337_tohold-0	
3109	nedebang-338_tohunt-1	nedebang	338_tohunt	i l a a f i	nede1245	nec	1435.0	HUNT	338_tohunt-1	
3110	nedebang-339_tokill-1	nedebang	339_tokill	g a f a l a	nede1245	nec	1417.0	KILL	339_tokill-0	
3111	nedebang-33_blunt-1	nedebang	33_blunt	i t t a	nede1245	nec	379.0	BLUNT	33_blunt-1	
3112	nedebang-340_toknow-1	nedebang	340_toknow	k ə l a l a	nede1245	nec	3626.0	KNOW	340_toknow-1	
3113	nedebang-341_tolaugh-1	nedebang	341_tolaugh	g e l a	nede1245	nec	1355.0	LAUGH	341_tolaugh-0	
3114	nedebang-342_tolive-1	nedebang	342_tolive	b a ŋ a	nede1245	nec	1422.0	BE ALIVE	342_tolive-0	
3115	nedebang-343_toopen-1	nedebang	343_toopen	tʃ a k a n a	nede1245	nec	1156.0	OPEN	343_toopen-1	
3116	nedebang-344_toplant1-1	nedebang	344_toplant1	m u d d i	nede1245	nec	1486.0	PLANT (SOMETHING)	344_toplant1-0	
3117	nedebang-345_toplant2-1	nedebang	345_toplant2	t a p p a	nede1245	nec	nan	nan	345_toplant2-0	
3118	nedebang-346_toplay-1	nedebang	346_toplay	i g a m o j a	nede1245	nec	1413.0	PLAY	346_toplay-0	
3119	nedebang-347_topound-1	nedebang	347_topound	s a a d u	nede1245	nec	354.0	POUND	347_topound-1	
3120	nedebang-348_topull-1	nedebang	348_topull	k i r i	nede1245	nec	1455.0	PULL	348_topull-1	
3121	nedebang-349_topush-1	nedebang	349_topush	d o b a	nede1245	nec	1452.0	PUSH	349_topush-1	
3122	nedebang-34_bodyhair-1	nedebang	34_bodyhair	m u d d i	nede1245	nec	189.0	HAIR (BODY)	34_bodyhair-0	
3124	nedebang-351_tosee-1	nedebang	351_tosee	b i l i	nede1245	nec	1409.0	SEE	351_tosee-0	
3125	nedebang-352_tosing-1	nedebang	352_tosing	p a n t u ŋ	nede1245	nec	1261.0	SING	352_tosing-1	
3127	nedebang-354_tosmell-1	nedebang	354_tosmell	g a m i n i	nede1245	nec	1586.0	SMELL (PERCEIVE)	354_tosmell-0	
3128	nedebang-356_tospit-1	nedebang	356_tospit	m a l i p l u m	nede1245	nec	1440.0	SPIT	356_tospit-0	
3129	nedebang-357_tosplit-1	nedebang	357_tosplit	b ə l a p a	nede1245	nec	1437.0	SPLIT	357_tosplit-1	
3130	nedebang-358_tosuck-1	nedebang	358_tosuck	d u m a	nede1245	nec	1421.0	SUCK	358_tosuck-1	
3131	nedebang-359_tothink-1	nedebang	359_tothink	a m i g r a g a	nede1245	nec	2271.0	THINK	359_tothink-1	
3132	nedebang-35_bone-1	nedebang	35_bone	k i l i	nede1245	nec	1394.0	BONE	35_bone-0	
3133	nedebang-360_tothrow-1	nedebang	360_tothrow	w a t a l a	nede1245	nec	1456.0	THROW	360_tothrow-1	
3134	nedebang-361_totie-1	nedebang	361_totie	a a f i	nede1245	nec	1917.0	TIE	361_totie-1	
3135	nedebang-362_toturn-1	nedebang	362_toturn	w a g i j a	nede1245	nec	1588.0	TURN	362_toturn-1	
3137	nedebang-363_tovomit-1	nedebang	363_tovomit	k a l a ʔ a	nede1245	nec	1278.0	VOMIT	363_tovomit-1	
3138	nedebang-364_towakesoup-1	nedebang	364_towakesoup	g ə t a n i	nede1245	nec	3174.0	WAKE UP (SOMEONE)	364_towakesoup-1	
3140	nedebang-366_towalk-1	nedebang	366_towalk	a j a + a p a	nede1245	nec	1443.0	WALK	366_towalk-3	
3141	nedebang-366_towalk-1	nedebang	366_towalk	a j a + a p a	nede1245	nec	1443.0	WALK	366_towalk-3	
3142	nedebang-367_towash-1	nedebang	367_towash	b u g i	nede1245	nec	1453.0	WASH	367_towash-1	
3143	nedebang-368_tomorrow-1	nedebang	368_tomorrow	b a t tʃ i	nede1245	nec	1329.0	TOMORROW	368_tomorrow-0	
3144	nedebang-369_tongue-1	nedebang	369_tongue	g ə l e f u	nede1245	nec	1205.0	TONGUE	369_tongue-0	
3145	nedebang-36_bow-1	nedebang	36_bow	m a t a	nede1245	nec	994.0	BOW	36_bow-1	
3147	nedebang-371_tree-1	nedebang	371_tree	t e i	nede1245	nec	906.0	TREE	371_tree-0	
3148	nedebang-372_turtle-1	nedebang	372_turtle	j a l a w	nede1245	nec	895.0	TORTOISE	372_turtle-2	
3150	nedebang-376_two-1	nedebang	376_two	r a k u	nede1245	nec	1498.0	TWO	376_two-1	
3151	nedebang-379_village-1	nedebang	379_village	a f a ŋ	nede1245	nec	930.0	VILLAGE	379_village-0	
3152	nedebang-37_branch-1	nedebang	37_branch	g a t a n i	nede1245	nec	1531.0	BRANCH	37_branch-0	
3153	nedebang-380_wait-1	nedebang	380_wait	g r a a n i	nede1245	nec	1590.0	WAIT (FOR)	380_wait-1	
3154	nedebang-381_waterfresh-1	nedebang	381_waterfresh	j i l a	nede1245	nec	948.0	WATER	381_waterfresh-0	
3155	nedebang-382_wave-1	nedebang	382_wave	b o v a	nede1245	nec	978.0	WAVE	382_wave-0	
3156	nedebang-383_wet-1	nedebang	383_wet	m a l e tʃ a	nede1245	nec	1726.0	WET	383_wet-1	
3157	nedebang-384_whale-1	nedebang	384_whale	s i f i	nede1245	nec	957.0	WHALE	384_whale-1	
3158	nedebang-385_white-1	nedebang	385_white	m i j a q a	nede1245	nec	1335.0	WHITE	385_white-0	
3159	nedebang-386_wide-1	nedebang	386_wide	a d d a	nede1245	nec	1243.0	WIDE	386_wide-1	
3161	nedebang-388_wind-1	nedebang	388_wind	a ŋ i	nede1245	nec	960.0	WIND	388_wind-1	
3162	nedebang-388_wind-1	nedebang	388_wind	a ŋ i	nede1245	nec	960.0	WIND	388_wind-1	
3163	nedebang-389_wing-1	nedebang	389_wing	g a t a ʔ a	nede1245	nec	1257.0	WING	389_wing-0	
3164	nedebang-38_breadfruit-1	nedebang	38_breadfruit	k u l u	nede1245	nec	2371.0	BREADFRUIT	38_breadfruit-0	
3165	nedebang-390_wipe-1	nedebang	390_wipe	a p i	nede1245	nec	1454.0	WIPE	390_wipe-10	
3166	nedebang-391_woman-1	nedebang	391_woman	a l a q a m a	nede1245	nec	962.0	WOMAN	391_woman-1	
3167	nedebang-393_wrong-1	nedebang	393_wrong	t ə m i tʃ i	nede1245	nec	1390.0	WRONG	393_wrong-1	
3168	nedebang-394_yawn-1	nedebang	394_yawn	a l a w + g a ʔ a + s u p i	nede1245	nec	1028.0	YAWN	394_yawn-5	
3169	nedebang-395_yellow-1	nedebang	395_yellow	b a ħ o r i	nede1245	nec	1424.0	YELLOW	395_yellow-4	
3170	nedebang-396_yesterday-1	nedebang	396_yesterday	m i j a g i	nede1245	nec	1174.0	YESTERDAY	396_yesterday-0	
3171	nedebang-397_youngpeople-1	nedebang	397_youngpeople	b o g g a	nede1245	nec	1207.0	YOUNG	397_youngpeople-1	
3172	nedebang-398_youngersibling-1	nedebang	398_youngersibling	n e j w e i	nede1245	nec	427.0	YOUNGER SIBLING	398_youngersibling-1	
3174	nedebang-39_breast-1	nedebang	39_breast	g a j a m i	nede1245	nec	1402.0	BREAST	39_breast-0	
3176	nedebang-40_brideprice-1	nedebang	40_brideprice	g a ʔ a	nede1245	nec	3024.0	BRIDE PRICE	40_brideprice-0	
3177	nedebang-41_burdenstick-1	nedebang	41_burdenstick	t i j e w a ŋ	nede1245	nec	nan	nan	41_burdenstick-0	
3179	nedebang-43_burnshine-1	nedebang	43_burnshine	j i ʔ a	nede1245	nec	2102.0	BURN	43_burnshine-1	
3180	nedebang-44_butterfly-1	nedebang	44_butterfly	q a ħ a ʔ o	nede1245	nec	1791.0	BUTTERFLY	44_butterfly-1	
3182	nedebang-46_callout-1	nedebang	46_callout	u w a r a	nede1245	nec	nan	nan	46_callout-1	
3183	nedebang-47_canoe-1	nedebang	47_canoe	h e	nede1245	nec	1970.0	CANOE	47_canoe-1	
3184	nedebang-48_cassava-1	nedebang	48_cassava	t e i + ħ a r a	nede1245	nec	925.0	CASSAVA	48_cassava-0	
3185	nedebang-49_chaseawayexpel-1	nedebang	49_chaseawayexpel	g e t i a l a	nede1245	nec	30.0	DISPEL	49_chaseawayexpel-0	
3186	nedebang-50_chew-1	nedebang	50_chew	k a r a tʃ i	nede1245	nec	321.0	CHEW	50_chew-1	
3188	nedebang-52_chicken-1	nedebang	52_chicken	d e j a n	nede1245	nec	1318.0	CHICKEN	52_chicken-1	
3189	nedebang-53_child-1	nedebang	53_child	g u a q a	nede1245	nec	2099.0	CHILD	53_child-0	
3190	nedebang-54_chin-1	nedebang	54_chin	g a w a l a	nede1245	nec	1510.0	CHIN	54_chin-3	
3191	nedebang-55_choose-1	nedebang	55_choose	t a l a tʃ i	nede1245	nec	1750.0	CHOOSE	55_choose-1	
3192	nedebang-56_civetcat-1	nedebang	56_civetcat	a l i s i	nede1245	nec	3018.0	NATIVE CAT	56_civetcat-1	
3194	nedebang-58_clean-1	nedebang	58_clean	b l e l a	nede1245	nec	704.0	CLEAN	58_clean-1	
3195	nedebang-59_climb-1	nedebang	59_climb	s i r a	nede1245	nec	1102.0	CLIMB	59_climb-6	
3196	nedebang-60_cloud-1	nedebang	60_cloud	b u n a h	nede1245	nec	1489.0	CLOUD	60_cloud-1	
3197	nedebang-61_coconut-1	nedebang	61_coconut	w a t a	nede1245	nec	970.0	COCONUT	61_coconut-0	
3198	nedebang-62_cold-1	nedebang	62_cold	m a ħ a v u	nede1245	nec	1287.0	COLD	62_cold-0	
3199	nedebang-63_coldinfluenza-1	nedebang	63_coldinfluenza	b e s i m a	nede1245	nec	102.0	COMMON COLD (DISEASE)	63_coldinfluenza-0	
3202	nedebang-67_cookedrice-1	nedebang	67_cookedrice	q a r a	nede1245	nec	1191.0	COOKED RICE	67_cookedrice-0	
3203	nedebang-68_coralrock-1	nedebang	68_coralrock	b a t a l	nede1245	nec	3179.0	CORAL ROCK	68_coralrock-1	
3205	nedebang-6_angry-1	nedebang	6_angry	a m d i d i	nede1245	nec	1826.0	ANGRY	6_angry-1	
3207	nedebang-70_correct-1	nedebang	70_correct	q u n n a	nede1245	nec	1725.0	CORRECT (RIGHT)	70_correct-0	
3208	nedebang-71_crocodile-1	nedebang	71_crocodile	l i s i	nede1245	nec	1857.0	CROCODILE	71_crocodile-1	
3213	nedebang-76_deaf-1	nedebang	76_deaf	g o l a + k w a ŋ a	nede1245	nec	996.0	DEAF	76_deaf-1	
3215	nedebang-78_dibblestick-1	nedebang	78_dibblestick	d a d a	nede1245	nec	3155.0	DIBBLE STICK	78_dibblestick-1	
3216	nedebang-79_diggingstick-1	nedebang	79_diggingstick	m u r u	nede1245	nec	339.0	DIGGING STICK	79_diggingstick-0	
3217	nedebang-80_dirty-1	nedebang	80_dirty	b l a q q a s	nede1245	nec	1230.0	DIRTY	80_dirty-0	
3218	nedebang-81_dog-1	nedebang	81_dog	b a r	nede1245	nec	2009.0	DOG	81_dog-3	
3220	nedebang-83_door-1	nedebang	83_door	w a l a g g a	nede1245	nec	1567.0	DOOR	83_door-1	
3221	nedebang-84_dream-1	nedebang	84_dream	v a	nede1245	nec	2374.0	DREAM	84_dream-1	
3222	nedebang-85_dry-1	nedebang	85_dry	tʃ i tʃ i	nede1245	nec	1398.0	DRY	85_dry-3	
3223	nedebang-86_dryinsun-1	nedebang	86_dryinsun	w a d o r a	nede1245	nec	3364.0	DRY IN SUN	86_dryinsun-1	
3224	nedebang-87_dustfineearth-1	nedebang	87_dustfineearth	m a l a w	nede1245	nec	2.0	DUST	87_dustfineearth-1	
3225	nedebang-88_ear-1	nedebang	88_ear	g o w w a ʔ a	nede1245	nec	1247.0	EAR	88_ear-0	
3226	nedebang-89_earth-1	nedebang	89_earth	q o k a	nede1245	nec	626.0	LAND	89_earth-1	
3227	nedebang-8_ant-1	nedebang	8_ant	m u r	nede1245	nec	587.0	ANT	8_ant-1	
3228	nedebang-90_earthquake-1	nedebang	90_earthquake	i l a ʔ a b	nede1245	nec	6.0	EARTHQUAKE	90_earthquake-1	
3229	nedebang-91_earthworm-1	nedebang	91_earthworm	t u n i g a s i	nede1245	nec	2350.0	EARTHWORM	91_earthworm-1	
3230	nedebang-92_egg-1	nedebang	92_egg	g a t a j	nede1245	nec	744.0	EGG	92_egg-1	
3232	nedebang-97_eye-1	nedebang	97_eye	g a t a b a g a	nede1245	nec	1248.0	EYE	97_eye-0	
3234	nedebang-98_fallfromabove-1	nedebang	98_fallfromabove	b a ʔ a	nede1245	nec	1280.0	FALL	98_fallfromabove-0	
3235	nedebang-99_fallover-1	nedebang	99_fallover	a ħ o ħ i	nede1245	nec	2894.0	TUMBLE (FALL DOWN)	99_fallover-1	
3236	nedebang-9_arm-1	nedebang	9_arm	g a t a ŋ	nede1245	nec	1673.0	ARM	9_arm-0	
3237	protoalorpantar-100_fat-1	protoalorpantar	100_fat	t a m a	alor1249	nan	323.0	FAT (ORGANIC SUBSTANCE)	100_fat-1	
3238	protoalorpantar-101_father-1	protoalorpantar	101_father	m a m	alor1249	nan	1217.0	FATHER	101_father-2	
3239	protoalorpantar-106_fingernail-1	protoalorpantar	106_fingernail	k u s i n	alor1249	nan	1258.0	FINGERNAIL	106_fingernail-1	
3240	protoalorpantar-107_fire-1	protoalorpantar	107_fire	h a d	alor1249	nan	221.0	FIRE	107_fire-0	
3241	protoalorpantar-109_fish-1	protoalorpantar	109_fish	h a b	alor1249	nan	227.0	FISH	109_fish-0	
3242	protoalorpantar-112_five-1	protoalorpantar	112_five	j i w e s i n	alor1249	nan	493.0	FIVE	112_five-0	
3243	protoalorpantar-118_fly-1	protoalorpantar	118_fly	j i r a	alor1249	nan	1441.0	FLY (MOVE THROUGH AIR)	118_fly-0	
3244	protoalorpantar-125_fruit-1	protoalorpantar	125_fruit	i s	alor1249	nan	1507.0	FRUIT	125_fruit-0	
3245	protoalorpantar-137_gumtreeeucalyptus-1	protoalorpantar	137_gumtreeeucalyptus	p u	alor1249	nan	3007.0	EUCALYPT	137_gumtreeeucalyptus-1	
3247	protoalorpantar-151_horn-1	protoalorpantar	151_horn	m u k	alor1249	nan	1393.0	HORN (ANATOMY)	151_horn-2	
3248	protoalorpantar-158_jackfruit-1	protoalorpantar	158_jackfruit	t o n	alor1249	nan	2655.0	JACKFRUIT	158_jackfruit-4	
3249	protoalorpantar-159_knee-1	protoalorpantar	159_knee	u k u	alor1249	nan	1371.0	KNEE	159_knee-0	
3250	protoalorpantar-15_bad-1	protoalorpantar	15_bad	j a s i	alor1249	nan	1292.0	BAD	15_bad-0	
3251	protoalorpantar-168_liedown-1	protoalorpantar	168_liedown	t i a	alor1249	nan	215.0	LIE DOWN	168_liedown-0	
3252	protoalorpantar-168_liedown-1	protoalorpantar	168_liedown	t i a	alor1249	nan	215.0	LIE DOWN	168_liedown-0	
3253	protoalorpantar-16_bamboo-1	protoalorpantar	16_bamboo	m a r i	alor1249	nan	1927.0	BAMBOO	16_bamboo-0	
3254	protoalorpantar-171_lime-1	protoalorpantar	171_lime	h a w a r	alor1249	nan	2540.0	LIME (MATERIAL)	171_lime-0	
3255	protoalorpantar-17_banana-1	protoalorpantar	17_banana	m o g o l	alor1249	nan	868.0	BANANA	17_banana-0	
3256	protoalorpantar-183_marungga-1	protoalorpantar	183_marungga	m a t o l i ŋ	alor1249	nan	3031.0	MORINGA TREE	183_marungga-2	
3257	protoalorpantar-184_mat-1	protoalorpantar	184_mat	b i s	alor1249	nan	195.0	MAT	184_mat-0	
